original_price,quantity,selling_price,barcode,created_date,floor_id,id,store_id,updated_date,product_name,sku
4480.0,100,4980.0,637793001008.0,2024-10-10 10:21:41,6,15,25,,멕케이딸기쨈340g,
2480.0,100,2980.0,647613000371.0,2024-10-10 10:21:41,6,15,25,,로리나 스파클링 레모,
245.0,100,745.0,647613000395.0,2024-10-10 10:21:41,6,15,25,,로리나 핑크레모네이,
175.9183673469388,100,675.9183673469388,653121044387.0,2024-10-10 10:21:41,6,15,25,,A1스테이크소스283g,
29300.0,100,29800.0,681425014027.0,2024-10-10 10:21:41,6,15,25,,엑스레이티드375ml,
1990.0,100,2490.0,716221057746.0,2024-10-10 10:21:41,6,15,25,,CEBU망고(80g),
9480.0,100,9980.0,723153635324.0,2024-10-10 10:21:41,6,15,25,,유기테일러푸룬주스94,
721.1111111111111,100,1221.111111111111,725965001113.0,2024-10-10 10:21:41,6,15,25,,나쵸치즈소스(컵)284G,
3150.0,100,3650.0,727344000229.0,2024-10-10 10:21:41,6,15,25,,올드라스푸틴355ml병,
2990.0,100,3490.0,728229014508.0,2024-10-10 10:21:41,6,15,25,,테라 오리지날칩141g,
2117.5,100,2617.5,728229014522.0,2024-10-10 10:21:41,6,15,25,,테라 지중해식갈릭허,
12300.0,100,12800.0,728817199129.0,2024-10-10 10:21:41,6,15,25,,월계관 준마이주750ml,
9380.0,100,9880.0,738824064266.0,2024-10-10 10:21:41,6,15,25,,갈바니 후레쉬 모짜렐라 치즈,
10480.0,100,10980.0,747599308949.0,2024-10-10 10:21:41,6,15,25,,기라델리 인텐스다크,
100.0,100,497.5,751249129129.0,2024-10-10 10:21:41,6,15,25,,인디카 IPA355ml병,
3480.0,100,3980.0,751249252124.0,2024-10-10 10:21:41,6,15,25,,텐저린 위트355ml병,
36690.0,100,37190.0,762111359742.0,2024-10-10 10:21:41,6,15,25,,스타벅스에스프레홀빈,
100.0,100,339.5833333333333,763955842414.0,2024-10-10 10:21:41,6,15,25,,고량주250ML,
195.0,100,695.0,786150000236.0,2024-10-10 10:21:41,6,15,25,,스텔라500ml,
3000.0,100,3500.0,796030214967.0,2024-10-10 10:21:41,6,15,25,,빅웨이브 골든에일_35,
13400.0,100,13900.0,811726010460.0,2024-10-10 10:21:41,6,15,25,,네추럴라이즈 멀티비타민 꾸미 (2.5G*90개),
620.0,100,1120.0,812508021018.0,2024-10-10 10:21:41,6,15,25,,룩스 오렌지,
100.0,100,406.6666666666667,819340003691.0,2024-10-10 10:21:41,6,15,25,,시칠리 올리브 30g,
2880.0,100,3380.0,841905020218.0,2024-10-10 10:21:41,6,15,25,,버터치킨커리 100g,
345.0,100,845.0,841905020713.0,2024-10-10 10:21:41,6,15,25,,키친오브인디아커리,
12500.0,100,13000.0,847159000235.0,2024-10-10 10:21:41,6,15,25,,그래블리 포드 까베네,
4250.0,100,4750.0,853231003285.0,2024-10-10 10:21:41,6,15,25,,졸리팝 무설탕막대사탕,
1100.0,100,1600.0,853231003308.0,2024-10-10 10:21:41,6,15,25,,무설탕오렌지막대사탕,
6730.0,100,7230.0,886518000660.0,2024-10-10 10:21:41,6,15,25,,마루코메 쿤고시,
1290.0,100,1790.0,1000001729381.0,2024-10-10 10:21:41,6,15,25,,(G)파이럿코인초콜릿,
100.0,100,511.42857142857144,1000001793900.0,2024-10-10 10:21:41,6,15,25,,(G)동물코인초콜릿,
100.0,100,156.32653061224488,1000001956527.0,2024-10-10 10:21:41,6,15,25,,(G)소문난자른100g,
100.0,100,566.1111111111111,1000001956534.0,2024-10-10 10:21:41,6,15,25,,(G)소문난자른500g,
100.0,100,213.67346938775512,1500000189334.0,2024-10-10 10:21:41,6,15,25,,케이퍼&홀스레디쉬,
2780.0,100,3280.0,2000000120362.0,2024-10-10 10:21:41,6,15,25,,녹각 삼계탕 부재료,
1980.0,100,2480.0,2000000123110.0,2024-10-10 10:21:41,6,15,25,,엄나무(90g),
390.0,100,890.0,2000000203119.0,2024-10-10 10:21:41,6,15,25,,♥노브랜드 감자칩110g,
100.0,100,425.7142857142857,2000000203409.0,2024-10-10 10:21:41,6,15,25,,노브랜드 버터쿠키,
372.5,100,872.5,2000000222103.0,2024-10-10 10:21:41,6,15,25,,(G)슈라이버크림치즈,
546.6666666666667,100,1046.6666666666667,2000000226873.0,2024-10-10 10:21:41,6,15,25,,영양을 가득 담은 황,
9300.0,100,9800.0,2000000227597.0,2024-10-10 10:21:41,6,15,25,,구수함이 필요할땐 둥,
100.0,100,61.25,2000000228464.0,2024-10-10 10:21:41,6,15,25,,노브랜드 밀크 초콜릿,
480.0,100,980.0,2000000228471.0,2024-10-10 10:21:41,6,15,25,,▽노브랜드 다크 초콜릿,
11300.0,100,11800.0,2000000228754.0,2024-10-10 10:21:41,6,15,25,,맑은눈을위한결명자,
100.0,100,402.60355029585804,2000000232065.0,2024-10-10 10:21:41,6,15,25,,건강한 삼계탕용 재료,
480.0,100,980.0,2000000232393.0,2024-10-10 10:21:41,6,15,25,,♥노브랜드감자칩어니언,
121.66666666666663,100,621.6666666666666,2000000233413.0,2024-10-10 10:21:41,6,15,25,,노브랜드 달콤한 초코,
1390.0,100,1890.0,2000000281179.0,2024-10-10 10:21:41,6,15,25,,노브랜드헤이즐넛초코,
2493.3333333333335,100,2993.3333333333335,2000000291277.0,2024-10-10 10:21:41,6,15,25,,태양건조 표고슬라이,
100.0,100,280.8264462809917,2000000292618.0,2024-10-10 10:21:41,6,15,25,,노브랜드 피넛초코바,
100.0,100,427.4074074074074,2000000292656.0,2024-10-10 10:21:41,6,15,25,,노브랜드웨이퍼초코바,
100.0,100,213.33333333333334,2000000302997.0,2024-10-10 10:21:41,6,15,25,,노브랜드 브레드스틱,
